Fayda,Taşlar
Serotonin salgılanmasını artırarak mutluluk hissi verir,Aleksandrit
Parazit ve mantar enfeksiyonlarına karşı vücudu destekler,Aktinolit
Yeni çevrelere uyum sağlamayı ve asimilasyonu kolaylaştırır,"Aktinolit, Lal Taşı"
Öz sevgi kazandırır ve gerçek benlik farkındalığını artırır,Astrofilit
İrade gücünü kalp duygularıyla uyumlu hale getirir,Adamit
"Cinsel enerjiyi, libidoyu ve fiziksel dayanıklılığı artırır","Ateş Akik, Ödiyalit, Bustamite, Jasper"
Doğa enerjileriyle bağ kurmayı ve psişik yetenekleri geliştirir,Yosun Akik
"Zihinsel fonksiyonları, hafızayı ve solunum yollarını güçlendirir","Kehribar, Datolit, Barit, Enstatite"
Zihni sakinleştirir ve meditasyon sürecini derinleştirir,"Ametist, Benitoyit, Fenakit"
Ruhsal yolculuk ve astral seyahat sırasında koruma sağlar,Ametrin
"Yüksek boyutlar, ruhsal rehberler ve varlıklarla iletişim kurmayı sağlar","Anjelit, Kuvars Içinde Brukit, Fenakit, Gaspeit, Brookite, Faden Kuvars, Erythrite"
"Psişik yetenekleri, sezgileri ve öngörü gücünü geliştirir","Apatit, Azurit, Siyah Gümüş Titanyum, Kuvars Içinde Brukit, Fenakit, Glendonit, Iolit, Larvikite, Shattuckite, Pietersite, Dumortierit, Benitoyit"
Doğa ruhlarıyla iletişim ve boyutlar arası kapılar açma,Yeşil Apofilit
Zihinsel arınma sağlayarak derin bir ruhsal dönüşüm başlatır,Azeztulit
Psişik saldırılara karşı koruma sağlar ve sevgi enerjisini yükseltir,"Beril, Siyah Gümüş Titanyum, Faden Kuvars, Galen, Gaspeit, Aurichalcite, Aegirine, Aqua Aura Kuvars, Azeztulit, Dravit"
Doğa enerjileriyle bağ kurmayı ve vücudu detoksifiye eder,Kan Taşı
"Ruhsal uyanış, uyanış ve farkındalık seviyesini artırır","Herderit, Fenakit, Galen, Glendonit, Kriyolit, Praziyolit, Ametist, Ruh Kuvarsı, Moldavit"
Sinir sistemini yeniler ve beyin fonksiyonlarını destekler,"Fenakit, Faden Kuvars, Glendonit, Ödiyalit"
Zihinsel odaklanmayı artırır ve yüksek bilinç seviyelerine taşır,"Pietersit, Franklinid, Glendonit, Girasol Kuvars, Fenakit, Brezilyanit, Galen, Kuvars Içinde Brukit, Siyah Gümüş Titanyum"
Aura alanındaki hasarları onarır ve enerjik koruma sağlar,"Faden Kuvars, Fenakit, Kuvars Içinde Brukit"
Güçlü topraklama sağlar ve alt çakraları dengeler,"Galen, Siyah Turmalin, Obsidyen, Franklinid, Enstatit, Gaspeit, Glendonite"
Çakraları dengeler ve duygusal şifalanma sağlar,"Genel Yeşil Taş/Karaciğer/Kalp Etkileri Kapsamında, Glendonit, Faden Kuvars, Eritrit, Fenakit, Girasol Kuvars, Kuvars Içinde Brukit"
Bağışıklık sistemini güçlendirir ve prostat sağlığını destekler,"Çinko Içerikli Taşlar, Zümrüt, Ametrin, Akuamarin, Pirit, Şungit, Elit Şungit, Yosun Akik, Kalsedon, Ağaç Akik, Florit, Boji Taşları, Dravit, Dalmaçyalı Jasper, Fosfosiderit"
Kemik sağlığını güçlendirir ve kırıkların iyileşmesini hızlandırır,"Glendonit, Piemontit, Kaplan Gözü, Hematit, Mavi Dantelli Akik, Hakmanit, Dolomit, Faden Kuvars, Fosfosiderit"
"Zihinsel netliği, odaklanmayı ve berrak düşünmeyi destekler","Glendonit, Berrak Kuvars, Sodalit, Florit, Brezilyanit, Aegirine"
Elektromanyetik kirlilik (EMF) ve radyasyona karşı koruma sağlar,"Galen, Kuvars Içinde Brukit, Brookite, Aegirine, Dalmatian Jasper"
Duygusal denge sağlar ve kalp çakrasını şifalandırır,"Gaspeit, Ödiyalit"
Vücuttaki kireçlenme ve toksik birikimleri temizler,"Galen, Gaspeit, Brezilyanit"
Metabolizmayı düzenler ve kan şekeri dengesine yardımcı olur,"Gaspeit, Datolit"
Sinir sistemi rejenerasyonu (yenilenmesi),Faden Kuvars
Astral seyahati kolaylaştırır ve ruhsal bağları güçlendirir,Faden Kuvars
Geçmiş yaşam regresyonu ve hatırlama,"Faden Kuvars, Fosfosiderit"
Kemik ve kan hücrelerinin sağlığını destekler,Eritrit
Cilt hastalıklarının tedavisine ve cilt sağlığına yardımcı olur,"Eritrit, Fosfosiderit, Brezilyanit, Barit, Dravit, Jasper"
Solunum yolları ve akciğer sağlığını destekler,"Gaspeit, Bustamit, Gaspeite"
Üçüncü Göz ve Taç çakralarının aktivasyonu,"Fenakit, Girasol Kuvars"
Zihinsel netlik ve telepati yeteneğinin artırılması,Fenakit
"Özgüveni, kişisel gücü ve iradeyi artırır","Eritrit, Ödiyalit, Glendonit, Kalkopirit, Altın Obsidyen, Kaplan Gözü, Sifalerit, Sitrin, Akik, Boji Taşları"
İletişim yeteneğini ve kendini ifade etme gücünü artırır,"Girasol Kuvars, Eritrit, Glendonit, Amazonit, Mavi Dantelli Akik, Lapis Lazuli, Larimar, Krizokol, Turkuaz, Benitoyit, Girasol Opal / Sütlü Kuvars"
Kalp sağlığını ve kan dolaşım sistemini güçlendirir,Ödiyalit
"Kırık kemiklerin, kemik çatlaklarının ve bağ yırtılmalarının iyileşmesini hızlandırır.",Faden Kuvars
Kas yırtıkları ve tendon hasarlarının iyileşmesine yardımcı olur.,Faden Kuvars
Sinir sistemi bozukluklarını dengeler ve sinir sistemini meridyenlerle hizalar.,Faden Kuvars
Astral seyahat sırasında fiziksel ve ruhsal benlik arasındaki bağlantıyı (gümüş kordon) korur.,Faden Kuvars
Aurayı temizler ve tüm çakraların açılmasını teşvik eder.,Faden Kuvars
"Zihinsel, fiziksel ve duygusal her seviyede stabilite ve denge sağlar.",Faden Kuvars
Bilinçaltını temizlemeye ve ruhsal/bedensel rahatsızlıkları gidermeye yardımcı olur.,Galen
Güçlü topraklama sağlar ve zorluklarla yüzleşme cesareti verir.,Galen
"Zihinsel netlik ve odaklanmayı artırır, düşünce süreçlerini berraklaştırır.",Galen
Vücudu detoksifiye eder ve toksinlerden arındırır.,Galen
Bağımlılıklardan kurtulma sürecini destekler.,Galen
"Öfke, sıkıntı ve geçmişten gelen duygusal acıları çözer.",Gaspeit
Kalp çakrasını açar ve duygusal huzur getirir.,Gaspeit
"Safra kesesi, dalak ve karaciğer fonksiyonlarını destekler.",Gaspeit
Mide bulantısını ve yol tutmasını (seyahat hastalığı) hafifletir.,Gaspeit
"Doku ve kemik büyümesine, ayrıca saç, cilt ve tırnak sağlığına yardımcı olur.",Gaspeit
Herhangi bir kristalin en yüksek titreşimlerinden birine sahiptir ve ruhsal enerjiyi yeryüzüne indirir.,Fenakit
Üçüncü göz çakrasını aktive ederek içsel bilişi ve vizyoner yetenekleri geliştirir.,Fenakit
Beyin fonksiyonlarını iyileştirir ve sinir hasarlarının tedavisinde yardımcıdır.,Fenakit
Aura temizliği yapar ve enerji yollarını (meridyenleri) arındırır.,Fenakit
Erkek üreme sistemi bozukluklarının tedavisine yardımcı olur.,Franklinid
Saç büyümesini uyarır (kellik tedavisi desteği).,Franklinid
Gözlerin iyileşme sürecini destekler.,Franklinid
Stres seviyesini düşürür ve zihinsel odaklanma gücünü artırır.,Franklinid
"Kök, sakral ve solar pleksus çakralarını dengeleyerek fiziksel canlılığı geri kazandırır.",Franklinid
"Fiziksel, zihinsel ve ruhsal iyileştirme özellikleri (Genel)","Kuvars Içinde Brukit, Siyah Gümüş Titanyum, Faden Kuvars, Galen, Gaspeit, Fenakit"
"Psişik farkındalığı artırma, genişletme ve psişik yetenekleri geliştirme","Kuvars Içinde Brukit, Fenakit, Siyah Gümüş Titanyum, Galen"
"Üst çakraları (Üçüncü Göz, Taç, Ruh Yıldızı) aktive etme ve enerji gövdesiyle bağlama","Kuvars Içinde Brukit, Fenakit, Faden Kuvars"
"Diğer taşların, kristallerin ve tılsımların enerjisini yükseltme","Kuvars Içinde Brukit, Fenakit"
Hücresel düzeyde besinlerin ve çevresel enerjinin asimilasyonunu/emilimini sağlama,Kuvars Içinde Brukit
Yüksek enerjili titreşimle ruhsal aydınlanma ve uyanış sağlama,"Fenakit, Galen, Siyah Gümüş Titanyum"
Yuan Shen'i (Orijinal Ruh) iyileştirme ve enerjik bedenleri arındırma,Fenakit
"Ezoterik bilgiye, Akakaşik kayıtlara ve içsel bilgeliğe erişim","Fenakit, Kuvars Içinde Brukit"
"Telepati, psikokinezi ve kahin vizyonlarını uyandırma",Fenakit
Sırt ağrısı ve vücudun kendi kendini iyileştirme gücünü optimize etme,"Kuvars Içinde Brukit, Faden Kuvars"
"Yoğun iç çatışmalar, acı verici deneyimler ve duygusal türbülansla başa çıkma","Faden Kuvars, Gaspeit"
"Uyumsuzlukları birleştirme, boşlukları köprüleme ve çatışmaları çözme","Faden Kuvars, Galen"
Baş ağrısı ve migren ağrılarını hafifletir,"Siyah Gümüş Titanyum, Bustamit, Fenakit, Faden Kuvars, Glendonit, Auralite-23, Siyah Ametist, Lapis Lazuli, Dumanlı Kuvars"
"Hayata karşı olumlu tutum, neşe ve iyimserlik kazandırma","Gaspeit, Brezilyanit, Bustamit, Galen"
Öz eleştiri yapma ve hazırcevaplık yeteneğini artırma,Gaspeit
"Melankoliyi, korkuyu ve umutsuzluğu yenme","Galen, Fenakit"
Sertlik ve hareketsizlik durumlarında fiziksel destek sağlama,Galen
Hafızayı güçlendirme ve düşünceleri formüle etme,Fenakit
"Utangaçlık, kaygı ve özgüven sorunlarını giderme","Fenakit, Brezilyanit, Gaspeit"
"Kişisel gücü, yaratıcılığı ve kendini ifade etmeyi geliştirme","Brezilyanit, Galen, Siyah Gümüş Titanyum"
Solar pleksus ve mide fonksiyonlarını destekleme,"Brezilyanit, Gaspeit"
Öfkenin ve geçmişteki acıların serbest bırakılması,"Brezilyanit, Gaspeit"
"Kadın üreme sistemini, hormon dengesini ve doğurganlığı destekler","Brezilyanit, Bustamit, Kuvars Içinde Brukit, Brookite"
Böbrek ve endokrin sistem sağlığını destekleme,"Brezilyanit, Gaspeit"
Vücut ısısını dengeler ve yüksek ateşi düşürmeye yardımcı olur,Brezilyanit
Başkalarının manipülasyonundan kurtulma ve kişisel sınırları koruma,Brezilyanit
Bilinçaltındaki sınırlayıcı inançları aydınlatma ve temizleme,Galen
Uyku problemlerini giderme ve sakinlik verme,"Galen, Kuvars Içinde Brukit, Faden Kuvars"
Enflamasyonu (iltihabı) azaltır ve ağrıları hafifletir,"Faden Kuvars, Boji Taşları"
Mekan enerjisini optimize etme (Feng Shui),Faden Kuvars
Göz sağlığını ve görmeyi destekleme,Kuvars Içinde Brukit
Beynin serebral hemisferlerini dengeleme,Kuvars Içinde Brukit
Dolaşım sistemini ve canlılığı iyileştirme,"Kuvars Içinde Brukit, Bustamit, Galen, Faden Kuvars"
Astral seyahat ve gümüş kordonu güçlendirme,"Fenakit, Faden Kuvars"
Kilo verme ve metabolizmayı destekleme,Gaspeit
Eşzamanlılık ve tesadüf enerjilerini fark etme,Gaspeit
Dağınıklığı (fiziksel/duygusal) temizlemeye teşvik etme,Gaspeit
İçsel çocuk iyileşmesi ve oyunculuk duygusu,"Gaspeit, Bustamit"
Cinsel fonksiyon ve şehvet enerjisini uyarma,Bustamit
Stres azaltma ve aidiyet duygusunu geliştirme,"Bustamit, Faden Kuvars, Siyah Gümüş Titanyum"
Kırık kemiklerin ve dişlerin iyileşmesini hızlandırma,Faden Kuvars
Bağımlılıkların bırakılmasına yardımcı olma,Galen
"Bolluk, bereket ve maddi başarıyı çeker","Siyah Gümüş Titanyum, Sitrin, Yeşil Aventurin, Peridot, Pirit, Zincifre, Altın, Çöl Gülü, Benitoyit"
"Safra kesesi, dalak ve karaciğer fonksiyonlarını destekleme",Gaspeit
Mide bulantısı ve seyahat tutmasına karşı rahatlama sağlar,"Gaspeit, Fenakit"
Bedensel enerjiyi canlandırma ve fiziksel yenilenme,Altın
Manevi farkındalığı artırma ve meditasyonu güçlendirme,"Ametist, Azeztulit, Selenit"
Psişik yetenekleri ve sezgileri geliştirme,"Azurit, İyolit, Labradorit, Lapis Lazuli, Brookit"
Duygusal denge sağlama ve depresyonu hafifletme,"Kehribar, Pembe Kuvars, Krizokol"
Korunma sağlama ve negatif enerjileri uzaklaştırma,"Siyah Turmalin, Obsidyen, Oltu Taşı, Hematit"
Çakra temizliği ve hizalama,"Kalsit, Florit, Kiyanit, Sitrin"
Fiziksel iyileşmeyi hızlandırma ve toksin atma,"Malakit, Kan Taşı, Kehribar"
İletişim yeteneğini ve kendini ifade etmeyi güçlendirme,"Mavi Dantelli Akik, Angit, Krizokol"
Ruhsal büyüme ve yüksek boyutlarla bağlantı,"Moldavit, Fenakit, Azeztulit, Herderit"
Korku ve fobi yönetimi,"Akik, Kaplan Gözü, Çeroit"
"Lekeleme faaliyetlerini geliştirir, zihin ve beden doğurganlığını teşvik eder, karar verme süreçlerini geliştirir, gruplar arasında işbirliğini sağlar.",Deniz Kulağı
"Ruhu yeni yönler keşfetmeye teşvik eder, farkındalık verir, öz değer ve güç duygusunu artırır, iç denge ve sabır sağlar.",Aktinolit
"Böbrek ve karaciğer fonksiyonlarını uyarır, toksinlerin atılmasına yardımcı olur.",Aktinolit
"Yin/yang dengeler, koruma sağlar, titreşim hızını yükseltir.",Aktinolit
"Yaratıcılığı teşvik eder, kalbi korur, öz değeri güçlendirir, yaşam gücünü artırır, astral seyahatte yardımcı olur.",Ferro Aktinolit
"Kalp ve zihni harmanlar, duygusal sorunlarda içsel güç sağlar, duyguların seslendirilmesine yardımcı olur, bilinmeyene adım atma cesareti verir.",Adamit
"Zor zamanları atlatmaya yardımcı olur, kişisel gerçeği tanımayı sağlar, inançların gücünü verir.",Egrin
"Psişik yetenekleri ve iletişim becerilerini artırır, ağrıyı giderir, uykusuzluğu azaltır, rahat uykuyu teşvik eder.",Afganit
"Sorun çözümüne açıklık getirir, kendini sınırlayan inançlardan kurtulmaya yardımcı olur, sezgileri geliştirir, sinirleri yatıştırır.",Afganit
"Hayatın birçok alanında istikrar ve denge sağlar, zihinsel işlevleri iyileştirir, olumsuz duyguların üstesinden gelmeye yardımcı olur.",Akik
"Yin ve yang'ı dengeler, algıyı ve doğruluğu geliştirir, aurayı dengeler, işlevsiz enerjileri temizler.",Kayısı Akik
"İyi şans çeker, konsantrasyon ve netliği artırır, korku ve yalnızlığın üstesinden gelmeye yardımcı olur, güç ve cesaret verir.",Siyah Akik
"Artritik durumlar, iskeleti güçlendirir, bilinci genişletir, ruhsal olgunluk ve içsel uyum sağlar.",Mavi Dantel Akik
"Stresi hafifletir, huzur sağlar, olumsuzlukları etkisiz hale getirir, öz değeri artırır, Melek Alemine erişime yardımcı olur.",Mavi Fırtına Akik
"Anti-depresan etkisi gösterir, yaratıcı yeteneği teşvik eder, aurik bedene enerji verir.",Botsvana Akik
"Bolluk ve dolgunluk getirir, duygusal dengeleyicidir, stresi azaltır, sinir sistemi ve nevralji durumlarına iyi gelir.",Dendritik Akik
"Dünya enerjilerine ve fiziksel canlılığa bağlar, bağımlılıklarla mücadelede iştahı azaltır, mide, sindirim ve cilt bozukluklarına iyi gelir.",Ateş Akik
"İletişimi güçlendirir, sezgi verir, kalp ağrısı için iyidir, yaşam sevincini deneyimlemeyi öğretir.",Holly Mavi Akik
"Fiziksel ve ruhsal büyümeyi teşvik eder, yanıkların tedavisinde kullanılır, duyguları dengeler.",Montana Akik
"Yorgunluğun üstesinden gelir, vitamin ve mineral emilimine yardımcı olur, sindirim sistemini uyarır.",Turritella Akik
"Kalbimizi evrene bağlar, özsaygı ve refahı artırır, bitki ve mineral krallıkları ile iletişimi sağlar.",Yosun Akik
"Umutsuzluğu ve depresyonu hafifletir, dostluğu ve mutluluğu artırır, kalp çakrasına denge getirir.",Pembe Dantel Akik
"Sezgiye ve içsel bilişe yardımcı olur, vücudu ateşli enerjiyle doldurur, canlılığı artırır, hücreleri arındırır.",Agnitit
"Olumsuzluğu uzaklaştırır, düşünce netliğini artırır, kan temizleyici ve arındırıcıdır, kan basıncına yardımcı olur.",Turmalinli Albit
"Güven ve benlik saygısını artırır, ruhsal yeniden doğuş sağlar, doku onarımında faydalıdır.",Aleksandrit
"Yaratıcı ifadeyi geliştirir, duyguları sakinleştirir, metabolizmayı düzenler, karaciğer kramplarını azaltır.",Amazonit
"Sakinleştirici ve enerji vericidir, bilgeliği artırır, negatif enerjiyi dönüştürür, kanı iyileştirir ve vücudu arıtır.",Baltik Kehribar
"Aşırı hassasiyeti ve sinirleri sakinleştirir, yoğun stres ve zihinsel aktivite durumlarında faydalıdır.",Ambligonit
"Maneviyatı ve memnuniyeti öğretir, negatifleri uzaklaştırır, göz, karaciğer, akciğer ve bağırsaklara yardımcı olur.",Ametist
"Bağışıklık sistemini güçlendirir, değişime karşı direnci ortadan kaldırır, sezgiyi geliştirir.",Şevron Ametist
"Kronik ve uzun süreli hastalıklar için rahatlatıcıdır, alerjileri hafifletir, yaratıcılığı geliştirir, stresi azaltır.",Ametrin
"Vücuttaki toksinleri ve enerji bloklarını bulup temizler, hormonları dengeler.",Anhidrit
"Topraklama ve koruma sağlar, tüm bedenleri hizalar, biyo-manyetik kuvvetleri artırır.",Apache Altın
"Zekayı, hayal gücünü ve sezgisel farkındalığı artırır, kilo sorunları ve gıda alerjilerinde kullanılır.",Apatit
"Astral seyahati kolaylaştırır, rüyaların hatırlanmasına yardımcı olur, sezgisel görüşü artırır.",Apofilit
"Enerjiyi vücutta hareket ettirir, kalsiyum emilimine yardımcı olur, kas spazmlarını durdurur, adrenal bezleri besler.",Aragonit
"İç denge ve genişletilmiş farkındalık getirir, duygusal istikrar sağlar, refah ve büyüme fırsatlarını fark ettirir.",Çikolata Kalsit
"Motivasyonu artırır, güven ve coşku verir, enerji blokajlarını giderir.",Atakamit
"Uykusuzluk ve uyku bozukluklarını giderir, panik atak ve kaygıyı hafifletir, kas spazmları ve baş ağrısına iyi gelir.",Auralit 23
"İçsel denge sağlar, benlik duygusunu güçlendirir, liderlik niteliklerini ve sezgisel gücü artırır.",Aventurin
"Adrenal bez bozukluklarını tedavi eder, enerji blokajlarını çözer, ego temizliği sağlar.",Aksinit
"Üçüncü gözü aktive eder, karaciğer ve tiroid uyarıcıdır, detoksifikasyona yardımcı olur, yaratıcılığı ortaya çıkarır.",Azurit
"Fikirlerin temellenmesine yardımcı olur, planların ortaya konmasını ve fikirlerin hayata geçmesini sağlar.",Boksit
"Vücut ısısını dengeler, ateşi düşürür, istenmeyen duyguların serbest bırakılmasına yardımcı olur.",Brezilyanit
"Durgun enerjileri değiştirir, özgüveni artırır, vücudun mükemmelliğini hatırlatır.",Hematoid Kalsit
"Sırt ağrılarına iyi gelir, dişleri ve gözleri iyileştirir, doku ve kemik iyileşmesini teşvik eder.",Kalsit
Ateşi düşürür ve vücut ısısını dengeler.,Brezilyanit
Kalp Çakrasını açar ve aktive eder.,Ödiyalit
Öz sevgiyi teşvik eder.,Ödiyalit
Duygusal iyileşmeyi destekler.,Ödiyalit
Negatif duyguların salınmasına yardımcı olur.,Ödiyalit
Geçmiş yaşam hatıralarına ve ruh eşi bağlantılarına yardımcı olur.,Ödiyalit
Kişisel güçlenmeyi ve motivasyonu destekler.,Ödiyalit
Arzuların tezahür etmesine yardımcı olur.,Ödiyalit
Duygusal bedeni fiziksel eylemle hizalar.,Ödiyalit
Duygusal denge ve direnç sağlar.,Ödiyalit
Karar verme süreçlerine yardımcı olur.,Ödiyalit
Değişimi kabul etmeyi kolaylaştırır.,Ödiyalit
"Korku, suçluluk, öfke ve kederden kaynaklanan olumsuzlukları giderir.",Ödiyalit
İç ve dış dünyalar arasında uyum sağlar.,Ödiyalit
Zihinsel berraklık ve içgörü sağlar.,Ödiyalit
Psişik yetenekleri ve sezgiyi geliştirir.,Ödiyalit
Ruhsal büyümeyi destekler.,Ödiyalit
Ertelemeyi ve şüpheyi aşmaya yardımcı olur.,Ödiyalit
Affetmeyi teşvik eder ve ilişkileri derinleştirir.,Ödiyalit
Tamamen aşırı yorgunluktan sonra enerji rezervlerini doldurur.,Ödiyalit
Kişisel zayıflıkları kabul etmeye yardımcı olur.,Ödiyalit
Yeni başlangıçları ve hatalardan ders çıkarmayı destekler.,Ödiyalit
Senkronisiteyi (eşzamanlılığı) artırır.,Ödiyalit
Kişinin gerçek içsel çağrısını takip etmesini destekler.,Ödiyalit
Yaratıcılığı uyarır.,Ödiyalit
Kan dolaşımı ve kalp sağlığına yardımcı olur.,Ödiyalit
Berrak düşünmeyi destekler ve zihni sakinleştirir,"Glendonit, Sarı Apatit, Gökkuşağı Florit, Manyetit, Çılgın Dantel Akik, Lapis Lazuli"
Duygusal denge sağlar ve travmaları iyileştirir,"Kalsedon, Pembe Kuvars, Morganit, Unakit, Rodokrozit, Apaçi Gözyaşları, Montana Akik"
Fiziksel iyileşme ve hücre yenilenmesini destekler,"Glendonit, Kehribar, Kan Taşı, Seraphinite, Epidot, Yeşil Akik"
Kök çakrayı dengeler ve topraklanma sağlar,"Siyah Turmalin, Dumanlı Kuvars, Obsidyen, Hematit, Akşinit, Siyah Akik"
Duygusal denge ve ruhsal büyüme sağlama,Benitoyit
Zihinsel berraklık sağlama,Benitoyit
Kan bozuklukları ve solunum sorunlarını iyileştirme,Benitoyit
"Dolaşım sistemi, sindirim ve metabolizmaya fayda sağlama",Benitoyit
Cilt durumlarını iyileştirme,Benitoyit
Yaratıcılığı artırma ve pozitif değişime ilham verme,Benitoyit
Ruhsal güç verme ve manevi deneyimleri koruma,Benitoyit
Boğaz çakrasını açma ve dürüst ifadeyi kolaylaştırma,Benitoyit
Canlı rüyalar ve astral seyahati destekleme,Benitoyit
"Konsantrasyon, bilgelik ve karar verme becerilerini geliştirme",Benitoyit
Derin topraklama ve denge sağlama (Yin-Yang),Boji Taşları
Doku yenilenmesini destekleme ve yaraların iyileşmesini hızlandırma,Boji Taşları
Dolaşımı iyileştirme ve detoksifikasyon sağlama,Boji Taşları
Artrit rahatsızlığı ve sindirim sorunlarına iyi gelme,Boji Taşları
Elektromanyetik enerjileri emerek rahatlık verme,Boji Taşları
"Unutkanlık ve dalgınlığa karşı iyi gelme, hafızayı kuvvetlendirme",Boji Taşları
"Kök, sakral ve solar pleksus çakralarını dengeleme",Boji Taşları
Beynin sağ ve sol loblarını uyumlu hale getirme,Boji Taşları
Gizli yetenekleri açığa çıkarma,Boji Taşları
"Kişisel gücü, iradeyi ve tezahür gücünü artırma",Brezilyanit
Yaratıcılığı ve ilhamı geliştirme,Brezilyanit
Solar Pleksus ve Sakral çakrayı dengeleme,Brezilyanit
Öfkeyi serbest bırakma ve acı geçmişi temizleme,Brezilyanit
Özgüven ve öz saygıyı yükseltme,Brezilyanit
Bağımlı ilişkileri (kodependans) şifalandırma ve sınırlar koyma,Brezilyanit
Kadın üreme organları ve hormon üretimini destekleme,Brezilyanit
Sindirim sistemini düzenler ve besin emilimini artırır,"Brezilyanit, Dravit, Dolomit"
"Sevgi, şefkat ve kendini sevmeyi teşvik etme",Datolit
Sinir sistemini sakinleştirme ve gerginliği giderme,Datolit
Kalp çakrasını açma ve iç huzur sağlama,Datolit
Sezgiyi ve ruhsal büyümeyi teşvik etme,Datolit
Eterik bedeni iyileştirme ve fiziksel dengeyi sağlama,Faden Kuvars
Enflamasyonu azaltma (örneğin diş iltihabı),Faden Kuvars
Dünya'nın enerji hareketlerine uyumlanma,Faden Kuvars
"Güven sarsılması, ayrılık ve kayıp sonrası duygusal destek",Ödiyalit
Enerji seviyelerini yükseltme,Ödiyalit
Pankreatit ve Lupus semptomlarına yardımcı olma,Ödiyalit
Uyku problemlerini giderme ve zinde uyanmayı sağlama,Galen
Zihin karmaşasını arındırma ve zihinsel odaklanma,Galen
Derin topraklama ve denge,Galen
Elektromanyetik (EMF) kirlilik ve negatif enerjiden korunma,Galen
Bilinçaltı kalıplarını açığa çıkarma ve içsel dönüşüm,Galen
Geçmiş yaşam hatıralarını geri çağırma,Fosfosiderit
Taç ve Ruh Yıldızı çakralarını açma,Fosfosiderit
"Stres giderme, sakinlik ve huzur sağlama",Fosfosiderit
Duyguları dengeleme ve ruhsal büyümeyi teşvik etme,Fosfosiderit
Sezgi ve psişik yetenekleri geliştirme,Fosfosiderit
Üçüncü Göz çakrasını aktive etme,Fosfosiderit
"Görselleştirme, hayal gücü ve berrak rüya görme",Girasol Opal / Sütlü Kuvars
Metabolik bozukluklar (diyabet) ve kronik yorgunluğa yardımcı olma,Girasol Opal / Sütlü Kuvars
"Yaratıcılığı, neşeyi ve mutluluğu teşvik etme",Girasol Opal / Sütlü Kuvars
Kişiyi sinir ve stresten koruma (Rahatlama taşı),His Taşı
Duyguların ön plana çıkmasına yardımcı olma,His Taşı
Cesareti artırır,"Aurichalcite, Kan Taşı, Witches Fingers, Tiger Iron, Rhodochrosite, Sardonyx"
İçsel uyumu ve kişisel özgürlüğü teşvik eder,Aurichalcite
Yaratıcılığı ve özgün düşünceyi destekler,"Aurichalcite, Heliodor, Picasso Marble, Yellow Apatite, Güneş Taşı"
Korku ve endişeyi serbest bırakmaya yardımcı olur,"Aurichalcite, Kaplan Gözü, Staurolite, Witches Finger Kuvars, Siyah Yeşim, Rhodonite, Etiyopya Opali"
Dolaşım sorunlarının iyileşmesine yardımcı olur,Aurichalcite
Stres ve depresyonu hafifletir,"Aurichalcite, Lepidolite, Lithium Kuvars, Kunzite, Pembe Turmalin, Amblygonite, Holmquistite, Variscite"
Işık bedeni (Light Body) aktivasyonu sağlar,Azozeo Azeztulite
Hücrelere yaşam gücü (chi) aşılar,Azozeo Azeztulite
Karma çözümü ve geçmiş yaşam anılarını açar,Azozeo Azeztulite
Fiziksel ve zihinsel restorasyon (yeniden enerji verme),Benitoyit
Kan bozukluklarına yardımcı olur,Benitoyit
Duyguları sakinleştirir ve zihni netleştirir,"Benitoyit, Girasol Kuvars"
Üçüncü göz çakrasını dengeler ve açar,"Benitoyit, Aurichalcite, Vivianite, Kammererite, Diaspore, Novaculite"
Göz sağlığını ve görme yetisini destekler,Brookite
Kök çakrayı uyarır ve topraklama sağlar,"Dalmaçyalı Jasper, Brookite, Dolomit, Dravit"
Migren gibi ağrıları hafifletir,"Dolomit, Bustamite"
Bağımlılıkların ve zararlı alışkanlıkların bırakılmasına yardımcı olur,"Dravit, Aegirine, Astrophyllite, Ametist, Unakite, Smithsonite, Dalmaçya Taşı"
"Karaciğer, dalak ve safra kesesi sağlığını destekler",Jasper
Radyasyonu ve çevresel kirleticileri detoksifiye eder,Jasper
İletişim becerilerini geliştirir ve gerçeği konuşmayı sağlar,Girasol Kuvars
Metabolizmayı destekler ve kilo vermeye yardımcı olur,Gaspeite
Öz saygıyı ve öz sevgiyi artırır,"Dravit, Erythrite"
Negatif enerjiden arınma ve koruma sağlar.,"Aegirine, Siyah Turmalin, Selenit"
Öz-sevgi ve takdir eksikliğini giderir.,"Aegirine, Roze Kuvars, Dolomit"
Zihinsel sağlık ve berraklığı artırır.,"Aegirine, Pyrit, Enstatite"
Bağımlılıklarla mücadele etmeye yardımcı olur.,Aegirine
Tüm çakraları harekete geçirir ve hizalar.,"Aegirine, Moldavit, Kuvars Kristali"
Beden imgesi sorunları ve utanç duygusunu yenmeye yardımcı olur.,Aegirine
Elektromanyetik alanlara (radyasyon) karşı koruma sağlar.,"Aegirine, Siyah Turmalin, Shungite, Amazonite, Flint, Fulgurite, Bustamite"
Vücudun kendi kendini iyileştirme yeteneğini ve bağışıklık sistemini güçlendirir.,"Aegirine, Bustamite"
"Karaciğer, dalak ve safra kesesi fonksiyonlarını destekler.",Aegirine
Kas ağrıları ve sırt ağrılarını hafifletir.,"Aegirine, Bustamite"
Depresyon ve umutsuzlukla başa çıkmaya yardımcı olur.,"Aegirine, Varisit, Bustamite"
