Fayda,Taşlar
Göz sağlığını destekler ve görme keskinliğini iyileştirir,"Almandin Garnet, Ametist, Anyolit, Firuze, İnci, Lal, Mercan, Unakit, Yakut, Zebercet, Zümrüt, Afganit, Topaz, Almandin Granat, Akik, Ateş Akik, Resim Akik, Lacivert Taşı, Beril, Elmas, Turkuaz, Smitsonit, Kavansit, Sölestin, Kalsit, Yeşil Beril, Yeşim (Jade), Sedef, Kaplan Gözü"
Kan basıncını (tansiyonu) düzenler ve dengeler,"Ajoite, Kiyanit, Kobalt-Kalsit, Krizokol, Turmalinli Albit, Yosunlu Akik, Zoisit, Albit, Kan Taşı (Bloodstone), Krizokol (Chrysocolla), Sedef"
"Yaratıcılığı, ilhamı ve sanatsal ifadeyi teşvik eder","Ajoite, Alexandrite, Almandin Garnet, Anyolit, Astrofilit, Atakamit, Altın Şifacı Kuvars, Vanadinit, Vesuvianite (Vezüvyan), Zümrüt, Ajoit, Yeşil Turmalin (Verdalit), Sugulit, Spinel, Topaz, Tanzanit, Sodalit, Almandin Granat, Ferro Aktinolit, Botswana Akik, Apatit, Azurit, Kalsit, Dumortierit, Altın Taşı, Magnezit, Kunzit, Sfalerit, Andalusite, Almandine Garnet, Adamit, Atakamite, Garnet (Lal Taşı), Eudialyte (Ödiyalit), Girasol Kuvars, Glendonite, Turuncu Kalsit, Rodokrozit, Pietersit"
Metabolizmayı düzenler ve hücre yenilenmesini destekler,"Aktinolit, Aleksandrit, Amazonit, Apatit, Atacamite, Labradorit, Peridot, Tanzanit, Yakut, Pembe Turmalin, Sugulit, Varisit, Unakit, Siyah Turmalin (Şörl), Zoisit, Granat (Lal), Lal, Spinel, Taşlaşmış Ağaç, Alexandrite, Zümrüt, Garnet (Lal Taşı)"
İştahı dengeler ve kilo kontrolüne yardımcı olur,"Apatit, Kasiterit, Safir, Spinel, Astrophyllite, Yosunlu Akik, Kasiterit (Cassiterite), Gaspeite, Geode (Ocho), Cinnabar, Skapolit"
Radyasyon ve elektromanyetik kirliliğe karşı koruma sağlar,"Aleksandrit, Turmalin, Turmalinli Kuvars, Unakit, Vanadinit, Şungit, Siyah Turmalin (Şörl), Ametist, Karnelyan, Hematit, Kristal Kuvars, Pirit, Sitrin, Amazonit, Zeolit, Galena, Şungit (Shungite), Siyah Turmalin, Sarı Jasper, Çift Uçlu Kuvars"
Bağımlılıklarla mücadelede destek sağlar ve kurtulmaya yardımcı olur,"Ajoite, Altın Şifacı Kuvars, Baltık Kehribar (Amber), Turmalin, Varisit, Astrophyllite, Vesuvianite, Sodalit, Ametist, Sitrin, Kunzit, Dumanlı Kuvars, Ateş Akik, Kehribar, Barit, İyolit, Lepidolit, Axinite, Kehribar (Amber), Dumortierit, Amosit, Iolit, Aegirine, Aksinit, Astrofilit"
Ruhsal büyümeyi destekler ve geçmiş yaşam şifası sağlar,"Aksinit, Anyolit, Adamit, Mavi Apatit, Unakit, Vesuvianite (Vezüvyan), Astrophyllite, Petrified Wood, Zümrüt, Almandin Granat, Bal rengi Akis, Ajoite, Sugilite, Papagoite, Almandin Garnet, Amethyst, Lapis Lazuli, Andalusite, Golden Healer, Alexandrite, Aktinolit (Kuvars içinde), Afganit, Andaluzit, Atakamit (Atakamite), Altın Şifacı Kuvars, Astrofilit, Aktinolit (Actinolite)"
"Fiziksel enerjiyi ve canlılığı artırır, yorgunluğu giderir","Almandin, Ametrin, Anyolit, Atacamite, Axinite, Azurit, Jasper, Vanadinit, Zoisit, Montana Akik, Aksinit (Axinite), Agnitit, Ateş Akik, Bakır, Kaplan Gözü, Adamit, Atakamit (Atakamite), Astrofilit"
Kas krampları ve spazmlarını giderir,"Amazonit, Aragonit, Azurit-Malakit, Yeşim, Varisit, Manyetit, Zebra Jasper, Aleksandrit, Sülüğen, Kalsit, Manyetit (Magnetite), Maun Obsidyen, Auralite 23, Axinite, Andalusite"
"Romatizma, artrit ve eklem ağrılarını hafifletir","Karnelyan / Kırmızı Akik, Mercan, Siyah Turmalin, Akik, Apatit, Bakır, Malakit, Florit, Sülfür, Krizokol, Zümrüt, Mavi Dantel Akik, Azurite, Obsidyen, Mavi Dantel Akik (Blue Lace Agate), Krizokol (Chrysocolla), Maun Obsidyen, Lepidolit, Yeşil Altın Taşı, Andalusit"
Zehirlenmelere karşı koruyucu ve panzehir etkisi sağlar,"İnci, Yakut, Zümrüt"
"Bolluk, bereket ve şansı hayata çeker","Ajoite, Alexandrite, Golden Healer, Yosun Akik, Altın Şifacı Kuvars, Zümrüt, Turmalin, Yakut, Topaz, Tanzanit, Atakamit, Spinel, Siyah Akik, Yağmur Çiçeği Taşı, Aventurin, Aleksandrit, Selestit, Yeşim (Jade), Polikrom Jasper, Güneş Taşı, Yosunlu Akik, Astrofilit"
Kanser tedavisinde destekleyici ve ağrı hafifletici rol oynar,"Azeztulit, Kan Taşı, Kuvars (Jasper), Serafinit, Kovellit, Sugulit, Spinel, Abalon, Akik, Kehribar, Pırlanta, Florit, Pirit, Turmalin, Karpuz Turmalin, Aleksandrit, Almandin, Ajoite"
Epilepsi ve sara nöbetlerini hafifletmeye yardımcı olur,"Elmas, Mercan, Zümrüt, Ateş Akik, Bakır, Jet, Sugulit, Astrophyllite, Zirkon, Lapis Lazuli"
Su arıtma özelliği ile bakteri ve ağır metalleri temizler,"Şungit, Zeolit"
Vücuttaki fazla elektriği toprağa aktarır ve topraklanma sağlar,"Unakit, Atakamit, Axinite, Vanadinit, Adamite, Petrified Wood, Siyah Spinel, Yosunlu Akik, Aksinit, Garnet, Jasper, Almandin Granat"
Kulak sağlığını ve işitme fonksiyonlarını destekler,"Mercan, Aytaşı, Rodonit, Sodalit, Amazonit, Kunsit, Sölestin"
Vücut ısısını dengeler ve ateşi düşürmeye yardımcı olur,"Sodalit, Zümrüt, Alçı Taşı, Oltu Taşı, Opal, Tektit, Yakut, Beryl, Andalusit"
Kanama durdurucu ve pıhtılaşma düzenleyici etki sağlar,"Şap, Hematit, Mürdesenk, Fırın Toprağı, Kan Taşı, Kuvars (Jasper), Safir"
Sinir sistemini güçlendirir ve sakinleştirir,"Dendritik Akik, Ambliyogonit (Amblygonite), Kalsit, Altın Taşı, Natrolit, Serafinit (Seraphinite), Spodumen, Kunzit, Aleksandrit, Atakamit (Atakamite)"
Kişisel dönüşüm ve değişim süreçlerini kolaylaştırır,"Ajoit, Aleksandrit, Altın Şifacı Kuvars, Aksinit, Astrofilit"
Sosyal gruplarda iş birliğini ve uyumu teşvik eder,"Abalone, Kalsit, Siyah Turmalinli Albit, Granit, Selestit (Celestite), Kalsedon (Chalcedony), Göksel Kalsit, Yeşil Kuvars, Kar Kuvars"
Vücuttaki Yin ve Yang (eril-dişil) enerjilerini dengeler,"Kayısı Akik, Aktinolit (Actinolite), Krizopraz (Chrysoprase), Kyanit, Jasper, Yeşil Oniks, Boji Taşları, Şaman Taşları"
Zihin ve kalp arasındaki dengeyi ve birliği sağlar,"Adamin (Adamite), Yeşil Apatit, Rosophia"
Asbestoz ve mezotelyoma riskine karşı sağlık uyarısı içerir,"Asbest (Krizotil, Amosit vb.)"
Solar Pleksus ve Kalp çakraları arasında denge sağlar,"Adamit, Altın Şifacı Kuvars"
Duyusal hassasiyeti ve dokunma hissini artırır,Aleksandrit
Serotonin salgılanmasını artırarak mutluluk hissi verir,Aleksandrit
Parazit ve mantar enfeksiyonlarına karşı vücudu destekler,Aktinolit
Yeni çevrelere uyum sağlamayı ve asimilasyonu kolaylaştırır,"Aktinolit, Garnet (Lal Taşı)"
Öz sevgi kazandırır ve gerçek benlik farkındalığını artırır,Astrofilit
İrade gücünü kalp duygularıyla uyumlu hale getirir,Adamit
"Cinsel enerjiyi, libidoyu ve fiziksel dayanıklılığı artırır","Ateş Akik (Fire Agate), Ödiyalit (Eudialyte), Bustamite, Jasper"
Doğa enerjileriyle bağ kurmayı ve psişik yetenekleri geliştirir,Yosun Akik (Moss Agate)
"Zihinsel fonksiyonları, hafızayı ve solunum yollarını güçlendirir","Kehribar (Amber), Datolit (Datolite), Barit, Enstatite"
Zihni sakinleştirir ve meditasyon sürecini derinleştirir,"Ametist (Amethyst), Benitoyit (Benitoite), Fenakit (Phenakite)"
Ruhsal yolculuk ve astral seyahat sırasında koruma sağlar,Ametrin (Ametrine)
"Yüksek boyutlar, ruhsal rehberler ve varlıklarla iletişim kurmayı sağlar","Anjelit (Angelite), Kuvars içinde Brukit (Brookite in Quartz), Fenakit (Phenacite), Gaspeit (Gaspeite), Brookite, Faden Kuvars, Erythrite"
"Psişik yetenekleri, sezgileri ve öngörü gücünü geliştirir","Apatit (Apatite), Azurit (Azurite), Siyah Gümüş Titanyum (Siyah Ametist / Black Amethyst), Kuvars içinde Brukit (Brookite in Quartz), Fenakit (Phenacite), Glendonit, Azurit, Iolit, Larvikite, Shattuckite, Pietersite, Dumortierit, Benitoyit (Benitoite)"
Doğa ruhlarıyla iletişim ve boyutlar arası kapılar açma,Yeşil Apofilit (Green Apophyllite)
Zihinsel arınma sağlayarak derin bir ruhsal dönüşüm başlatır,Azeztulit (Azeztulite)
Psişik saldırılara karşı koruma sağlar ve sevgi enerjisini yükseltir,"Beril (Beryl), Siyah Gümüş Titanyum (Siyah Ametist / Black Amethyst), Faden Kuvars (Faden Quartz), Galen (Galena), Gaspeit (Gaspeite), Aurichalcite, Aegirine, Aqua Aura Kuvars, Azeztulit, Dravit"
Doğa enerjileriyle bağ kurmayı ve vücudu detoksifiye eder,Kan Taşı (Bloodstone)
"Ruhsal uyanış, uyanış ve farkındalık seviyesini artırır","Herderit (Herderite), Fenakit, Galen, Glendonit, Kriyolit, Praziyolit, Ametist, Spirit Quartz (Ruh Kuvarsı), Moldavit"
Sinir sistemini yeniler ve beyin fonksiyonlarını destekler,"Fenakit (Phenacite), Faden Kuvars, Glendonit, Faden Kuvars (Faden Quartz), Ödiyalit (Eudialyte)"
Zihinsel odaklanmayı artırır ve yüksek bilinç seviyelerine taşır,"Pietersit (Pietersite), Franklinid, Glendonit, Girasol Kuvars, Fenakit, Brezilyanit (Brazilianite), Galen (Galena), Fenakit (Phenacite), Kuvars içinde Brukit (Brookite in Quartz), Siyah Gümüş Titanyum"
Aura alanındaki hasarları onarır ve enerjik koruma sağlar,"Faden Kuvars (belirtilen genel kuvars etkileri kapsamında), Faden Kuvars (Dikişli Kristal), Faden Kuvars (Faden Quartz), Fenakit (Phenacite), Kuvars içinde Brukit (Brookite in Quartz)"
Güçlü topraklama sağlar ve alt çakraları dengeler,"Galen (Galena), Siyah Turmalin, Obsidyen, Galen, Franklinid, Enstatit, Gaspeit, Glendonite"
Çakraları dengeler ve duygusal şifalanma sağlar,"Gaspeit (genel yeşil taş/karaciğer/kalp etkileri kapsamında), Glendonit, Faden Kuvars, Erythrite (Eritrit), Fenakit, Girasol Kuvars, Fenakit (Phenacite), Faden Kuvars (Faden Quartz), Kuvars içinde Brukit (Brookite in Quartz)"
Bağışıklık sistemini güçlendirir ve prostat sağlığını destekler,"Çinko içerikli taşlar (Zincite/Franklinite benzeri), Zümrüt, Ametrin, Akuamarin, Pirit, Şungit, Elit Şungit, Moss Agate (Yosun Akik), Kalsedon, Ağaç Akik, Florit, Boji Taşları (Boji Stones), Dravit, Dalmaçyalı Jasper, Fosfosiderit"
Kemik sağlığını güçlendirir ve kırıkların iyileşmesini hızlandırır,"Glendonit, Glendonit (Schmoo), Piemontit, Kaplan Gözü, Hematit, Mavi Dantelli Akik, Hakmanit, Dolomit, Faden Kuvars, Fosfosiderit"
"Zihinsel netliği, odaklanmayı ve berrak düşünmeyi destekler","Glendonit, Berrak Kuvars, Sodalit, Florit, Brezilyanit (Brazilianite), Aegirine"
Elektromanyetik kirlilik (EMF) ve radyasyona karşı koruma sağlar,"Galen, Galen (Galena), Kuvars içinde Brukit (Brookite in Quartz), Brookite, Aegirine, Dalmatian Jasper"
Duygusal denge sağlar ve kalp çakrasını şifalandırır,"Gaspeit, Ödiyalit (Eudialyte)"
Vücuttaki kireçlenme ve toksik birikimleri temizler,"Galen, Gaspeit (Gaspeite), Galen (Galena), Brezilyanit (Brazilianite)"
Metabolizmayı düzenler ve kan şekeri dengesine yardımcı olur,"Gaspeit, Datolit (Datolite)"
Sinir sistemi rejenerasyonu (yenilenmesi),Faden Kuvars
Astral seyahati kolaylaştırır ve ruhsal bağları güçlendirir,Faden Kuvars
Geçmiş yaşam regresyonu ve hatırlama,"Faden Kuvars, Phosphosiderite (Fosfosiderit)"
Kemik ve kan hücrelerinin sağlığını destekler,Erythrite (Eritrit)
Cilt hastalıklarının tedavisine ve cilt sağlığına yardımcı olur,"Erythrite (Eritrit), Phosphosiderite (Fosfosiderit), Brezilyanit (Brazilianite), Barit, Dravit, Jasper"
Solunum yolları ve akciğer sağlığını destekler,"Gaspeit, Gaspeit (Gaspeite), Bustamit (Bustamite), Gaspeite"
Üçüncü Göz ve Taç çakralarının aktivasyonu,"Fenakit, Girasol Kuvars"
Zihinsel netlik ve telepati yeteneğinin artırılması,Fenakit
"Özgüveni, kişisel gücü ve iradeyi artırır","Erythrite (Eritrit), Eudialyte (Ödiyalit), Glendonit, Kalkopirit, Altın Obsidyen, Kaplan Gözü, Sifalerit, Sitrin, Akik, Boji Taşları (Boji Stones)"
İletişim yeteneğini ve kendini ifade etme gücünü artırır,"Girasol Kuvars, Erythrite (Eritrit), Glendonit, Amazonit, Mavi Dantelli Akik, Lapis Lazuli, Larimar, Krizokol, Turkuaz, Benitoyit (Benitoite), Girasol Opal / Sütlü Kuvars"
Kalp sağlığını ve kan dolaşım sistemini güçlendirir,Eudialyte (Ödiyalit)
"Kırık kemiklerin, kemik çatlaklarının ve bağ yırtılmalarının iyileşmesini hızlandırır.",Faden Kuvars (Faden Quartz)
Kas yırtıkları ve tendon hasarlarının iyileşmesine yardımcı olur.,Faden Kuvars (Faden Quartz)
Sinir sistemi bozukluklarını dengeler ve sinir sistemini meridyenlerle hizalar.,Faden Kuvars (Faden Quartz)
Astral seyahat sırasında fiziksel ve ruhsal benlik arasındaki bağlantıyı (gümüş kordon) korur.,Faden Kuvars (Faden Quartz)
Aurayı temizler ve tüm çakraların açılmasını teşvik eder.,Faden Kuvars (Faden Quartz)
"Zihinsel, fiziksel ve duygusal her seviyede stabilite ve denge sağlar.",Faden Kuvars (Faden Quartz)
Bilinçaltını temizlemeye ve ruhsal/bedensel rahatsızlıkları gidermeye yardımcı olur.,Galen (Galena)
Güçlü topraklama sağlar ve zorluklarla yüzleşme cesareti verir.,Galen (Galena)
"Zihinsel netlik ve odaklanmayı artırır, düşünce süreçlerini berraklaştırır.",Galen (Galena)
Vücudu detoksifiye eder ve toksinlerden arındırır.,Galen (Galena)
Bağımlılıklardan kurtulma sürecini destekler.,Galen (Galena)
"Öfke, sıkıntı ve geçmişten gelen duygusal acıları çözer.",Gaspeit (Gaspeite)
Kalp çakrasını açar ve duygusal huzur getirir.,Gaspeit (Gaspeite)
"Safra kesesi, dalak ve karaciğer fonksiyonlarını destekler.",Gaspeit (Gaspeite)
Mide bulantısını ve yol tutmasını (seyahat hastalığı) hafifletir.,Gaspeit (Gaspeite)
"Doku ve kemik büyümesine, ayrıca saç, cilt ve tırnak sağlığına yardımcı olur.",Gaspeit (Gaspeite)
Herhangi bir kristalin en yüksek titreşimlerinden birine sahiptir ve ruhsal enerjiyi yeryüzüne indirir.,Fenakit (Phenakite/Phenacite)
Üçüncü göz çakrasını aktive ederek içsel bilişi ve vizyoner yetenekleri geliştirir.,Fenakit (Phenakit/Phenacite)
Beyin fonksiyonlarını iyileştirir ve sinir hasarlarının tedavisinde yardımcıdır.,Fenakit (Phenakit/Phenacite)
Aura temizliği yapar ve enerji yollarını (meridyenleri) arındırır.,Fenakit (Phenakit/Phenacite)
Erkek üreme sistemi bozukluklarının tedavisine yardımcı olur.,Franklinid (Franklinite)
Saç büyümesini uyarır (kellik tedavisi desteği).,Franklinid (Franklinite)
Gözlerin iyileşme sürecini destekler.,Franklinid (Franklinite)
Stres seviyesini düşürür ve zihinsel odaklanma gücünü artırır.,Franklinid (Franklinite)
"Kök, sakral ve solar pleksus çakralarını dengeleyerek fiziksel canlılığı geri kazandırır.",Franklinid (Franklinite)
"Fiziksel, zihinsel ve ruhsal iyileştirme özellikleri (Genel)","Kuvars içinde Brukit, Siyah Gümüş Titanyum, Faden Kuvars, Galen, Gaspeit, Fenakit"
"Psişik farkındalığı artırma, genişletme ve psişik yetenekleri geliştirme","Kuvars içinde Brukit (Brookite in Quartz), Fenakit (Phenacite), Siyah Gümüş Titanyum (Siyah Ametist / Black Amethyst), Galen (Galena)"
"Üst çakraları (Üçüncü Göz, Taç, Ruh Yıldızı) aktive etme ve enerji gövdesiyle bağlama","Kuvars içinde Brukit (Brookite in Quartz), Fenakit (Phenacite), Faden Kuvars (Glendonite/Ikaite Pseudomorph)"
"Diğer taşların, kristallerin ve tılsımların enerjisini yükseltme","Kuvars içinde Brukit (Brookite in Quartz), Fenakit (Phenacite)"
Hücresel düzeyde besinlerin ve çevresel enerjinin asimilasyonunu/emilimini sağlama,Kuvars içinde Brukit (Brookite in Quartz)
Yüksek enerjili titreşimle ruhsal aydınlanma ve uyanış sağlama,"Fenakit (Phenacite), Galen (Galena), Siyah Gümüş Titanyum (Black Silver Titanium)"
Yuan Shen'i (Orijinal Ruh) iyileştirme ve enerjik bedenleri arındırma,Fenakit (Phenacite)
"Ezoterik bilgiye, Akakaşik kayıtlara ve içsel bilgeliğe erişim","Fenakit (Phenacite), Kuvars içinde Brukit (Brookite)"
"Telepati, psikokinezi ve kahin vizyonlarını uyandırma",Fenakit (Phenacite)
Sırt ağrısı ve vücudun kendi kendini iyileştirme gücünü optimize etme,"Kuvars içinde Brukit (Brookite in Quartz), Faden Kuvars (Faden Quartz)"
"Yoğun iç çatışmalar, acı verici deneyimler ve duygusal türbülansla başa çıkma","Faden Kuvars (Faden Quartz), Gaspeit (Gaspeite)"
"Uyumsuzlukları birleştirme, boşlukları köprüleme ve çatışmaları çözme","Faden Kuvars (Faden Quartz), Galen (Galena)"
Baş ağrısı ve migren ağrılarını hafifletir,"Siyah Gümüş Titanyum (Siyah Ametist / Black Amethyst), Bustamit (Bustamite), Fenakit (Phenacite), Faden Kuvars (Glendonite), Glendonit, Auralite-23, Siyah Ametist, Lapis Lazuli, Dumanlı Kuvars"
"Hayata karşı olumlu tutum, neşe ve iyimserlik kazandırma","Gaspeit (Gaspeite), Brezilyanit (Brazilianite), Bustamit (Bustamite), Galen (Galena)"
Öz eleştiri yapma ve hazırcevaplık yeteneğini artırma,Gaspeit (Gaspeite)
"Melankoliyi, korkuyu ve umutsuzluğu yenme","Galen (Galena), Fenakit (Phenacite)"
Sertlik ve hareketsizlik durumlarında fiziksel destek sağlama,Galen (Galena)
Hafızayı güçlendirme ve düşünceleri formüle etme,Fenakit (Phenacite - Barite)
"Utangaçlık, kaygı ve özgüven sorunlarını giderme","Fenakit (Phenacite - Barite), Brezilyanit (Brazilianite), Gaspeit (Gaspeite)"
"Kişisel gücü, yaratıcılığı ve kendini ifade etmeyi geliştirme","Brezilyanit (Brazilianite), Galen (Galena), Siyah Gümüş Titanyum (Zincite & Franklinite)"
Solar pleksus ve mide fonksiyonlarını destekleme,"Brezilyanit (Brazilianite), Gaspeit (Gaspeite)"
Öfkenin ve geçmişteki acıların serbest bırakılması,"Brezilyanit (Brazilianite), Gaspeit (Gaspeite)"
"Kadın üreme sistemini, hormon dengesini ve doğurganlığı destekler","Brezilyanit (Brazilianite), Bustamit (Bustamite), Kuvars içinde Brukit (Brookite in Quartz), Brookite"
Böbrek ve endokrin sistem sağlığını destekleme,"Brezilyanit (Brazilianite), Gaspeit (Gaspeite)"
Vücut ısısını dengeler ve yüksek ateşi düşürmeye yardımcı olur,Brezilyanit (Brazilianite)
Başkalarının manipülasyonundan kurtulma ve kişisel sınırları koruma,Brezilyanit (Brazilianite)
Bilinçaltındaki sınırlayıcı inançları aydınlatma ve temizleme,Galen (Galena)
Uyku problemlerini giderme ve sakinlik verme,"Galen (Galena), Kuvars içinde Brukit (Brookite), Faden Kuvars (Glendonite)"
Enflamasyonu (iltihabı) azaltır ve ağrıları hafifletir,"Faden Kuvars (Faden Quartz), Boji Taşları (Boji Stones)"
Mekan enerjisini optimize etme (Feng Shui),Faden Kuvars (Faden Quartz)
Göz sağlığını ve görmeyi destekleme,Kuvars içinde Brukit (Brookite in Quartz)
Beynin serebral hemisferlerini dengeleme,Kuvars içinde Brukit (Brookite in Quartz)
Dolaşım sistemini ve canlılığı iyileştirme,"Kuvars içinde Brukit (Brookite in Quartz), Bustamit (Bustamite), Galen (Galena), Faden Kuvars (Glendonite)"
Astral seyahat ve gümüş kordonu güçlendirme,"Fenakit (Phenacite), Faden Kuvars (Faden Quartz)"
Kilo verme ve metabolizmayı destekleme,Gaspeit (Gaspeite)
Eşzamanlılık ve tesadüf enerjilerini fark etme,Gaspeit (Gaspeite)
Dağınıklığı (fiziksel/duygusal) temizlemeye teşvik etme,Gaspeit (Gaspeite)
İçsel çocuk iyileşmesi ve oyunculuk duygusu,"Gaspeit (Gaspeite), Bustamit (Bustamite)"
Cinsel fonksiyon ve şehvet enerjisini uyarma,Bustamit (Bustamite)
Stres azaltma ve aidiyet duygusunu geliştirme,"Bustamit (Bustamite), Faden Kuvars (Glendonite), Siyah Gümüş Titanyum"
Kırık kemiklerin ve dişlerin iyileşmesini hızlandırma,Faden Kuvars (Glendonite/Ikaite Pseudomorph / Faden Quartz)
Bağımlılıkların bırakılmasına yardımcı olma,Galen (Galena)
"Bolluk, bereket ve maddi başarıyı çeker","Siyah Gümüş Titanyum (Black Silver Titanium), Sitrin, Yeşil Aventurin, Peridot, Pirit, Cinnabar (Zincifre), Altın, Çöl Gülü, Benitoyit (Benitoite)"
"Safra kesesi, dalak ve karaciğer fonksiyonlarını destekleme",Gaspeit (Gaspeite)
Mide bulantısı ve seyahat tutmasına karşı rahatlama sağlar,"Gaspeit (Gaspeite), Fenakit (Phenacite)"
Bedensel enerjiyi canlandırma ve fiziksel yenilenme,Altın
Manevi farkındalığı artırma ve meditasyonu güçlendirme,"Ametist, Azeztulit, Selenit"
Psişik yetenekleri ve sezgileri geliştirme,"Azurit, İyolit, Labradorit, Lapis Lazuli, Brookit"
Duygusal denge sağlama ve depresyonu hafifletme,"Kehribar (Amber), Pembe Kuvars, Krizokol"
Korunma sağlama ve negatif enerjileri uzaklaştırma,"Siyah Turmalin, Obsidyen, Jet (Oltu Taşı), Hematit"
Çakra temizliği ve hizalama,"Kalsit, Florit, Kiyanit (Siyanit), Sitrin"
Fiziksel iyileşmeyi hızlandırma ve toksin atma,"Malakit, Kan Taşı (Bloodstone), Kehribar (Amber)"
İletişim yeteneğini ve kendini ifade etmeyi güçlendirme,"Mavi Dantelli Akik, Angit (Angelite), Krizokol"
Ruhsal büyüme ve yüksek boyutlarla bağlantı,"Moldavit, Fenakit, Azeztulit, Herderit"
Korku ve fobi yönetimi,"Karnelyan (Akik), Kaplan Gözü, Çeroit"
"Lekeleme faaliyetlerini geliştirir, zihin ve beden doğurganlığını teşvik eder, karar verme süreçlerini geliştirir, gruplar arasında işbirliğini sağlar.",Deniz Kulağı (Abalone)
"Ruhu yeni yönler keşfetmeye teşvik eder, farkındalık verir, öz değer ve güç duygusunu artırır, iç denge ve sabır sağlar.",Aktinolit
"Böbrek ve karaciğer fonksiyonlarını uyarır, toksinlerin atılmasına yardımcı olur.",Aktinolit
"Yin/yang dengeler, koruma sağlar, titreşim hızını yükseltir.",Aktinolit
"Yaratıcılığı teşvik eder, kalbi korur, öz değeri güçlendirir, yaşam gücünü artırır, astral seyahatte yardımcı olur.",Ferro Aktinolit
"Kalp ve zihni harmanlar, duygusal sorunlarda içsel güç sağlar, duyguların seslendirilmesine yardımcı olur, bilinmeyene adım atma cesareti verir.",Adamit
"Zor zamanları atlatmaya yardımcı olur, kişisel gerçeği tanımayı sağlar, inançların gücünü verir.",Egrin
"Psişik yetenekleri ve iletişim becerilerini artırır, ağrıyı giderir, uykusuzluğu azaltır, rahat uykuyu teşvik eder.",Afganit
"Sorun çözümüne açıklık getirir, kendini sınırlayan inançlardan kurtulmaya yardımcı olur, sezgileri geliştirir, sinirleri yatıştırır.",Afganit
"Hayatın birçok alanında istikrar ve denge sağlar, zihinsel işlevleri iyileştirir, olumsuz duyguların üstesinden gelmeye yardımcı olur.",Akik
"Yin ve yang'ı dengeler, algıyı ve doğruluğu geliştirir, aurayı dengeler, işlevsiz enerjileri temizler.",Kayısı Akik
"İyi şans çeker, konsantrasyon ve netliği artırır, korku ve yalnızlığın üstesinden gelmeye yardımcı olur, güç ve cesaret verir.",Siyah Akik
"Artritik durumlar, iskeleti güçlendirir, bilinci genişletir, ruhsal olgunluk ve içsel uyum sağlar.",Mavi Dantel Akik
"Stresi hafifletir, huzur sağlar, olumsuzlukları etkisiz hale getirir, öz değeri artırır, Melek Alemine erişime yardımcı olur.",Mavi Fırtına Akik
"Anti-depresan etkisi gösterir, yaratıcı yeteneği teşvik eder, aurik bedene enerji verir.",Botsvana Akik
"Bolluk ve dolgunluk getirir, duygusal dengeleyicidir, stresi azaltır, sinir sistemi ve nevralji durumlarına iyi gelir.",Dendritik Akik
"Dünya enerjilerine ve fiziksel canlılığa bağlar, bağımlılıklarla mücadelede iştahı azaltır, mide, sindirim ve cilt bozukluklarına iyi gelir.",Ateş Akik
"İletişimi güçlendirir, sezgi verir, kalp ağrısı için iyidir, yaşam sevincini deneyimlemeyi öğretir.",Holly Mavi Akik
"Fiziksel ve ruhsal büyümeyi teşvik eder, yanıkların tedavisinde kullanılır, duyguları dengeler.",Montana Akik
"Yorgunluğun üstesinden gelir, vitamin ve mineral emilimine yardımcı olur, sindirim sistemini uyarır.",Turritella Akik
"Kalbimizi evrene bağlar, özsaygı ve refahı artırır, bitki ve mineral krallıkları ile iletişimi sağlar.",Yosun Akik
"Umutsuzluğu ve depresyonu hafifletir, dostluğu ve mutluluğu artırır, kalp çakrasına denge getirir.",Pembe Dantel Akik
"Sezgiye ve içsel bilişe yardımcı olur, vücudu ateşli enerjiyle doldurur, canlılığı artırır, hücreleri arındırır.",Agnitit
"Olumsuzluğu uzaklaştırır, düşünce netliğini artırır, kan temizleyici ve arındırıcıdır, kan basıncına yardımcı olur.",Turmalinli Albit
"Güven ve benlik saygısını artırır, ruhsal yeniden doğuş sağlar, doku onarımında faydalıdır.",Aleksandrit
"Yaratıcı ifadeyi geliştirir, duyguları sakinleştirir, metabolizmayı düzenler, karaciğer kramplarını azaltır.",Amazonit
"Sakinleştirici ve enerji vericidir, bilgeliği artırır, negatif enerjiyi dönüştürür, kanı iyileştirir ve vücudu arıtır.",Baltik Amber
"Aşırı hassasiyeti ve sinirleri sakinleştirir, yoğun stres ve zihinsel aktivite durumlarında faydalıdır.",Ambligonit
"Maneviyatı ve memnuniyeti öğretir, negatifleri uzaklaştırır, göz, karaciğer, akciğer ve bağırsaklara yardımcı olur.",Ametist
"Bağışıklık sistemini güçlendirir, değişime karşı direnci ortadan kaldırır, sezgiyi geliştirir.",Şevron Ametist
"Kronik ve uzun süreli hastalıklar için rahatlatıcıdır, alerjileri hafifletir, yaratıcılığı geliştirir, stresi azaltır.",Ametrin
"Vücuttaki toksinleri ve enerji bloklarını bulup temizler, hormonları dengeler.",Anhidrit
"Topraklama ve koruma sağlar, tüm bedenleri hizalar, biyo-manyetik kuvvetleri artırır.",Apache Altın
"Zekayı, hayal gücünü ve sezgisel farkındalığı artırır, kilo sorunları ve gıda alerjilerinde kullanılır.",Apatit
"Astral seyahati kolaylaştırır, rüyaların hatırlanmasına yardımcı olur, sezgisel görüşü artırır.",Apofilit
